Species,SRR7160364,SRR7162297,SRR7162298,SRR7162299,SRR7162300,SRR7162301,SRR7162302,SRR7162303,SRR7162304,SRR7162305,SRR7162306,SRR7162307,SRR7162308,SRR7162309,SRR7162310,SRR7162311,SRR7162312,SRR7162313,SRR7162314,SRR7162315,SRR7162316,SRR7162317,SRR7162318,SRR7162319,SRR7162320,SRR7162321,SRR7162322,SRR7162323,SRR7162324,SRR7162325,SRR7162326,SRR7162327,SRR7162328,SRR7162329,SRR7162330,SRR7162331,SRR7162332,SRR7162333,SRR7162334,SRR7162335,SRR7162336,SRR7162337,SRR7162338,SRR7162339,SRR7162340,SRR7162341,SRR7162342,SRR7162343,SRR7162344,SRR7162345,SRR7162346,SRR7162347,SRR7162348,SRR7162349,SRR7162350,SRR7162351,SRR7162352,SRR7162353,SRR7162354,SRR7162355,SRR7162356,SRR7162357,SRR7162358,SRR7162359,SRR7162360,SRR7162361,SRR7162362,SRR7162363,SRR7162364,SRR7162365,SRR7162366,SRR7162367,SRR7162368,SRR7162369,SRR7162370,SRR7162371,SRR7162372,SRR7162373,SRR7162374,SRR7162375,SRR7162376,SRR7162377,SRR7162378,SRR7162379,SRR7162380,SRR7162381,SRR7162382,SRR7162383,SRR7162384,SRR7162385,SRR7162386,SRR7162387,SRR7162388,SRR7162389,SRR7162392,SRR7162393,SRR7162394,SRR7162395,SRR7162396,SRR7162397,SRR7162398,SRR7162399,SRR7162400,SRR7162401,SRR7162402,SRR7162403,SRR7162404,SRR7162405,SRR7162406,SRR7162407,SRR7162408,SRR7162409,SRR7162410,SRR7162411,SRR7162412,SRR7162413,SRR7162414,SRR7162415,SRR7162416,SRR7162417,SRR7162418,SRR7162419,SRR7162420,SRR7162421,SRR7162422,SRR7162423,SRR7162424,SRR7162425,SRR7162426,SRR7162427,SRR7162428
Gallibacterium anatis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.60106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.371902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.614075,0,0,0,0
Gallionella capsiferriformans,0,0,0,366.2319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.22849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.622795,0,0,0,1683.56954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gardnerella vaginalis,204.67656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.04697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212.56381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.43311,0,0,0,0,0,0,0,0,0,0,5348.17785,0,0,0,0,0,0,0,72.19364,0,0,0,0,0,0,0,0,0,0,108.88208,79.49803,0,0,0,0,0,0,0,0,68.77154,0,0,0,0,0,0,0,0,0,77.90934,0,85.49725,0,0,0
Gemmatimonas aurantiaca,0,0,0,0,0,0,103.14187,0,110.57152,0,0,0,0,0,139.99976,0,0,0,0,0,0,0,0,955.56745,0,0,0,0,0,0,0,0,0,0,0,54.411896,0,181.2516,0,0,0,0,0,0,0,345.02118,0,0,703.27576,0,0,184.36435,0,0,0,0,0,0,0,128.18474,0,0,0,0,0,0,0,0,0,0,0,98.255196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.69928,0,0,137.29492,0,0,0,0,0,0,93.27649,0,210.29926,47.250168,0,0,0,0,0,0,0,0,0,0,0,152.18512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geobacillus sp. C56-T3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.50111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geobacillus sp. WCH70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.38807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.74046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.02451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.168365,0,0,0,0,0,0,0
Geobacillus sp. Y4.1MC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.56454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.216805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.117207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.67135,0,0,0,0,0,0,0,121.13715,96.34603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.97273,0,0,0,0,0
Geobacillus sp. Y412MC52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.3824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geobacillus thermodenitrificans,0,0,0,0,0,0,0,0,0,126.55971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.88958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.39131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.94702,0,0,0,0,0,0,0,0
Geobacter lovleyi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.92279,0,0,0,140.46207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.27093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geobacter metallireducens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.55428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gluconacetobacter diazotrophicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.63013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gordonia bronchialis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.721085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gramella forsetii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.86188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.36437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haemophilus ducreyi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,961.45615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422.54276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.22067
Haemophilus influenzae,1828.35214,0,0,0,911.125403,756.18162,3028.95077,0,515.2171,4938.2955,0,0,279.7225,4018.89655,701.97601,0,1072.66067,0,95.457365,0,482.135308,4951.486134,600.78316,0,369.30779,0,0,0,194.667854,815.18684,789.6599,0,494.97441,0,0,446.652515,1146.67394,416.868702,773.073134,0,0,0,0,0,1347.592866,0,415.52274,0,925.3147,0,0,0,1081.14621,5814.08237,1073.12167,0,292.41705,1628.87489,1437.994974,0,10803.36411,213.551206,554.46261,26775.4019,0,0,66.01683,884.344155,0,9410.61269,82.70619,0,795.121635,0,70.22457,244.465159,769.721877,1618.562882,0,0,0,351.660922,0,0,0,553.96612,0,78.9739236,0,0,956.448611,87.61662,80.61544,1943.20033,74.76023,0,0,675.03877,13495.74854,0,0,0,0,528.9196,978.3027,170.82436,0,725.02767,0,0,578.92209,748.645036,0,285.32043,0,0,751.73402,0,0,467.395696,0,0,1428.49648,0,881.14574,0,891.25686,0,0,0,4501.323358
Haemophilus parainfluenzae,3228.60176,0,0,0,1802.202323,4123.85951,8465.76264,0,3306.28649,10390.53873,0,0,139.34561,12102.2004,3282.080546,0,2492.558974,0,349.697368,0,654.209512,10848.53314,3533.939463,0,1719.733367,0,0,0,0,3474.414025,907.94276,0,1385.562759,0,0,1725.799842,2058.784467,250.839896,2442.39058,0,0,0,0,0,2896.533454,0,2470.969545,0,3085.440675,0,0,0,1641.782301,15240.48937,3070.880445,218.923674,576.8475,8623.87662,3547.432386,0,31563.09173,429.149386,627.68277,34515.02756,0,0,0,973.410844,0,15329.27412,0,0,1924.391964,0,0,274.47915,3101.383674,11285.14601,0,0,0,89.58164,0,0,0,5004.551175,0,188.3013264,0,0,2474.547873,0,130.453444,6979.550036,114.978344,0,0,2663.43772,35733.45006,195.072086,119.88487,0,0,4258.012441,3712.65872,0,0,4713.65171,0,0,3485.970254,2826.727801,0,129.42775,0,0,1087.981915,0,0,1181.452393,0,0,4236.81617,0,2640.11209,0,1942.59259,0,3699.41861,0,12226.01198
Haemophilus parasuis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803.74324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.84129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.92318,0,0,0,0,0,0,0,0,0,0,75.78936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305.90106
Hahella chejuensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381.38626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Halanaerobium hydrogeniformans,0,0,0,0,206.08385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.221043,0,0,0,0,0,0,0,0,0,0,0,0,124.227998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.27914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haliangium ochraceum,0,85.842766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.30251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.10076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haliscomenobacter hydrossis,0,0,0,0,0,0,0,0,0,0,0,165.23698,0,0,0,0,298.99728,0,2072.2852,0,66.54159,0,0,0,58.835533,0,0,0,92.66356,0,2543.91898,133.92303,0,0,0,0,0,233.00552,0,0,0,0,0,94.22132,0,99.6181,0,0,0,0,0,0,132.86551,0,0,0,0,0,0,0,0,114.8333,0,0,0,0,0,0,0,0,0,0,0,98.28753,0,0,79.484,0,0,0,0,0,140.09552,0,0,112.75621,0,0,0,0,0,0,0,124.26841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.21648,87.5478,0,0,0,0,0,0,0,0,0,0,0,110.30401,0,0,0,0,188.22702,0,0,0,0
Halorhodospira halophila,0,0,0,0,0,0,0,0,0,0,155.50478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.25327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.88522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479.86813,0
Halothermothrix orenii,0,0,0,0,0,0,0,0,101.89026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.6447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.67236,0,0,0,0,0,0,0,0,0,108.74987,0,0,0,0,0,84.44398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.40329,0,0,0,0,0,0
Halothiobacillus neapolitanus,0,0,0,0,0,0,139.12411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.21131,0,0,0,0,20618.686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.310135,0,0,0,0
Helicobacter felis,7233.31,0,0,1582.8568,0,0,0,0,0,1661.813,0,0,1891.358,0,1680.5499,1875.438,0,0,0,0,598.8203,593.9051,106.86759,0,0,0,0,0,72.82561,0,80.56003,0,0,0,0,0,0,60.277264,0,0,0,1887.4769,0,0,0,0,108.20086,0,0,0,0,0,0,0,0,363.49173,0,0,495.6235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.00603,0,0,0,0,0,0,555.7423,0,0,4332.4824,0,1220.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1185.4338,0,0,168.1972,0,0,0,0,0,0,0,0,0,0,123.74497,0,0,193.7373,0,0,0,0,0,0,1061.7954,0,2480.754,0,0
Helicobacter pylori,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.24553,0,0,0,0,0,0,152.92142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3493.4329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.27951,3648.0115,0,0,0,0,0,0,3510.807,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heliobacterium modesticaldum,146.2611,0,0,0,127.32409,0,0,0,0,0,0,0,0,0,0,0,0,77.293976,0,0,0,0,296.554255,0,683.674286,0,160.598024,0,323.9629,107.21641,274.34231,0,0,0,92.85233,173.95157,63.236454,2312.1378,0,0,81.83482,0,0,320.16937,0,153.39012,171.05846,13.148806,208.54292,0,0,0,0,0,0,0,0,0,145.46637,0,0,0,180.95021,0,0,0,0,0,0,0,719.54045,0,0,551.96663,0,62.549034,64.748474,0,0,159.14526,0,0,0,0,0,0,0,0,0,48.68881,375.18285,0,0,0,0,5899.7437,0,0,152.75423,0,97.88426,0,0,0,0,0,0,0,220.52039,718.00525,0,62.652317,125.57003,0,111.153435,0,0,0,0,0,0,0,0,0,0,235.11916,0,0,227.51025,327.3412,0
Herbaspirillum seropedicae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629.24211,0,0,0,67.599846,97.655174,0,0,0,0,0,0,0,0,0,35.756786,0,0,0,0,0,0,0,57.949615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.10992,0,0,114.85813,141.17438,139.63335,0,0,0,349.26729,99.28918,0,0,0,0,0,0,0,339.06378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.538574,0,0,0,90.05446,0,0,0,0,0,374.200595,0,0,0,0,0,0,0,0,0,0,370.96597,0,0,0,0
Herminiimonas arsenicoxydans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.23916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.27637,0,0,0,52.527702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Herpetosiphon aurantiacus,0,0,0,66.68681,728.48083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.48828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.75763,0,0,0,0,0,0,0,0,0,120.51056,0,172.79305,0,0,0,102.787384,0,0,0,0,0,0,0,0,0,0,172.88101,0,104.05496,0,0,0,82.45017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.61003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306.26593,0,0,98.55634,0,0,0,0,0,0,82.77524,0,0,0,141.98666,165.59508,357.67734,0
Hippea maritima,0,3987.3984,16001.35,211.07504,5219.608,0,844.30107,0,1177.9233,0,0,4511.419,5483.254,0,9111.253,3349.62,16057.4055,0,1914.8618,0,5055.094,335.0553,0,1537.03665,335.83288,0,3005.17153,16427.07,0,0,2711.53655,0,190.93097,1356.2625,0,683.6614,941.0325,73.01908,0,1778.2158,182.88356,0,3711.7478,8759.6875,16599.338,0,0,18.258514,0,0,0,0,15237.341,1555.5499,1466.4568,395.5891,0,0,0,7992.7817,0,0,0,134.0907,0,0,7456.6133,0,3703.25116,9614.5449,95.37262,2174.6553,5622.211,238.4051,0,799.3368,10123.04283,0,0,86.50408,0,137.61543,0,0,0,1162.5259,75.22323,0,4126.79427,1007.070775,96.54876,3687.1729,1166.1641,0,1344.62654,1141.0287,6323.7341,210.66379,9619.2515,0,0,800.53564,0,4552.7793,3125.6326,1481.6686,0,65.193474,0,289.42966,0,3636.82521,258.15894,0,1388.1525,0,0,8375.32,656.30115,0,0,6199.7593,0,9438.9722,0,4723.6604,12127.299,0,0,5069.6958,448.43393
Hirschia baltica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.458046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hydrogenobacter thermophilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.78505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hydrogenobaculum sp. Y04AAS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3724.2412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyphomonas neptunium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244.75093,0
Idiomarina loihiensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.94269,0,157.06647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.80974,0,0,0,0
Ilyobacter polytropus,0,816.55302,0,1301.1205,363.25974,73.89756,0,0,3620.24003,0,3308.012033,682.65966,0,48585.6183,1043.6728,0,0,1536.14937,0,1251.16237,87.59148,0,0,0,0,1247.1285,82.14847,534.1014,0,2195.07416,1295.34967,223.713785,0,6532.7132,1105.293713,0,0,56.515244,9439.9282,1525.177355,0,0,0,0,2081.56353,0,258.77505,0,0,0,0,0,0,0,568.54474,0,119.54138,0,1336.26177,2749.4492,4331.5022,0,0,0,0,0,4258.1151,816.20797,7181.64636,0,592.73178,1052.90117,0,0,15705.2455,1145.41345,4166.562858,0,151.259525,0,0,2023.5299,3581.12756,278.60777,0,432.91535,0,0,0,0,0,0,4708.5917,112.27421,0,0,88.44128,0,0,0,0,550.75655,0,0,0,0,0,5730.81076,1146.81888,545.02223,0,630.301274,0,0,89.4587,1660.32375,0,27.845049,118.16614,0,427.28818,0,2523.65471,2659.32179,0,0,18743.43083,193.258584,0,1686.33658,2580.0769
Intrasporangium calvum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.01792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423.36197,0
Isoptericola variabilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.250694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isosphaera pallida,0,0,0,0,0,0,0,0,98.116516,0,0,170.20924,0,0,0,0,164.60236,0,26.042757,0,0,0,0,82.526634,0,1518.4066,0,0,0,0,165.707744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.69989,0,0,0,0,0,0,0,153.1919,0,0,0,98.61379,0,0,0,0,0,1046.9884,0,0,0,66.94565,0,0,0,0,0,0,0,0,0,0,1268.4888,0,0,0,0,0,0,72.19371,0,0,0,86.61445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1298.6797,0,0,185.321495,0,0,0,0,0,0,0,0,0,0,0,0,116.271484,0,0,129.72939,0,0
