Species,SRR7160364,SRR7162297,SRR7162298,SRR7162299,SRR7162300,SRR7162301,SRR7162302,SRR7162303,SRR7162304,SRR7162305,SRR7162306,SRR7162307,SRR7162308,SRR7162309,SRR7162310,SRR7162311,SRR7162312,SRR7162313,SRR7162314,SRR7162315,SRR7162316,SRR7162317,SRR7162318,SRR7162319,SRR7162320,SRR7162321,SRR7162322,SRR7162323,SRR7162324,SRR7162325,SRR7162326,SRR7162327,SRR7162328,SRR7162329,SRR7162330,SRR7162331,SRR7162332,SRR7162333,SRR7162334,SRR7162335,SRR7162336,SRR7162337,SRR7162338,SRR7162339,SRR7162340,SRR7162341,SRR7162342,SRR7162343,SRR7162344,SRR7162345,SRR7162346,SRR7162347,SRR7162348,SRR7162349,SRR7162350,SRR7162351,SRR7162352,SRR7162353,SRR7162354,SRR7162355,SRR7162356,SRR7162357,SRR7162358,SRR7162359,SRR7162360,SRR7162361,SRR7162362,SRR7162363,SRR7162364,SRR7162365,SRR7162366,SRR7162367,SRR7162368,SRR7162369,SRR7162370,SRR7162371,SRR7162372,SRR7162373,SRR7162374,SRR7162375,SRR7162376,SRR7162377,SRR7162378,SRR7162379,SRR7162380,SRR7162381,SRR7162382,SRR7162383,SRR7162384,SRR7162385,SRR7162386,SRR7162387,SRR7162388,SRR7162389,SRR7162392,SRR7162393,SRR7162394,SRR7162395,SRR7162396,SRR7162397,SRR7162398,SRR7162399,SRR7162400,SRR7162401,SRR7162402,SRR7162403,SRR7162404,SRR7162405,SRR7162406,SRR7162407,SRR7162408,SRR7162409,SRR7162410,SRR7162411,SRR7162412,SRR7162413,SRR7162414,SRR7162415,SRR7162416,SRR7162417,SRR7162418,SRR7162419,SRR7162420,SRR7162421,SRR7162422,SRR7162423,SRR7162424,SRR7162425,SRR7162426,SRR7162427,SRR7162428
Slackia heliotrinireducens,0,0,0,0,0,0,0,0,0,0,0,1731.333965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.97639,41.348858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.211666,0,0,100.39396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.59018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.46138,0,0,0,0,0,0,0,0,0,0,0,0,0,531.31013,0,298.649791,0,0,0,217.2488,0,0,0,0,0,0,307.6177,0
Sorangium cellulosum,0,0,0,80.80972,0,0,0,0,0,0,0,0,148.22232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.89901,0,0
Sphaerobacter thermophilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.891624,0,0,0,0,0
Sphaerochaeta coccoides,0,209.31462,0,248.34216,81.75737,138.74306,493.074785,0,0,121.75517,90.26874,237.86151,0,0,113.719646,239.14034,129.09613,86.38775,0,0,98.88898,0,78.19674,0,57.912106,0,117.67067,111.01127,213.016185,0,0,0,279.507435,0,0,394.04261,0,410.244426,0,0,9355.71678,184.70859,138.96353,0,71.15482,197.002354,75.759445,17.242752,254.03972,684.39652,0,0,0,200.08725,0,145.9725,0,0,0,99.62779,0,0,0,160.25983,0,0,0,0,0,0,0,2106.57461,146.17268,375.068374,0,110.666885,322.210535,0,0,476.1925,0,123.9408,0,123.783104,0,147.60475,169.1232,0,107.571495,0,0,0,0,161.04202,178.6648,113.12221,0,95.68501,503.92416,0,0,111.00947,132.63458,74.8649,763.53595,0,127.57179,508.6459,102.495384,0,0,445.895956,0,631.7121,287.24017,0,0,0,0,107.714905,318.0649,0,86.77351,116.18192,0,92.82233,0,213.4159,123.25466,0,0
Sphaerochaeta globus,179.91194,783.0962,0,0,0,0,0,0,154.84373,0,0,0,0,0,0,161.44469,0,0,0,0,0,206.05613,287.28443,0,151.30597,0,0,0,0,0,384.459795,0,0,0,0,123.59873,166.44656,0,0,0,70.9558,0,0,0,75.38345,0,0,25.335175,168.34387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.07061,0,154.088586,0,0,0,66.55492,0,0,0,0,48.42384,0,0,0,0,158.94641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407.06894,0,0,0,0,0,0,245.81247,0,0,0,0,0,0,0,155.55402,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphingobacterium sp. 21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.94353,0,0,0,0,0,0,0,0,0,0,0,0,94.06187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.96487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.95628,268.52163,0,0,0,479.61282,0
Sphingobium sp. SYK-6,0,0,0,0,0,0,0,0,0,0,0,173.00313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spirochaeta thermophila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483.379644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.23522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus,0,0,0,0,96.801285,0,0,228.40073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.30959,0,78.57687,0,1292.656424,104.184044,531.88569,0,0,0,0,0,71.78604,187.83197,0,0,0,0,0,0,0,0,191.55582,0,836.586175,0,0,0,158.71072,0,0,0,0,0,0,0,0,572.8096,0,0,166.20927,0,0,0,123.57516,0,0,0,0,1628.156,146.9005,0,0,0,0,0,0,0,182.8841,0,0,0,0,0,0,0,397.62628,0,0,375.59859,208.38828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.10961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.0485,0,0,0,0,0
Staphylococcus pseudintermedius,0,0,101.47803,0,0,0,0,0,101.768486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptobacillus moniliformis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.99619,85.81608,92.738884,0,1019.16577,0,0,0,0,0,93.21664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.85728,0,0,0,0,0,0,0,0,54.311214,0,0,0,0,0,0,0,0,0,83.106575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.407146,0,0,0,0,0,0,0,0,0,0,0,124.31605,139.03975,0,0,0,0,0,0,0
Streptococcus agalactiae,0,129.89255,0,0,0,0,0,0,0,0,0,0,0,0,0,109.37883,0,0,0,0,0,0,0,147.52734,0,0,0,0,0,0,0,176.22697,70.448074,0,0,0,81.22982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.9142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.557976,0,0,0,51.601505,0,0,0,0,0,0,0,335.338737,242.705064,0,0,0,0,0,0,0,0,0,122.10937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus gallolyticus,0,0,0,0,0,0,0,0,195.78996,0,515.44214,0,0,0,0,0,0,236.01656,0,0,0,0,0,0,0,0,0,0,0,0,0,1783.80994,0,0,0,0,62.271202,0,0,0,0,0,0,587.60191,0,0,0,0,0,120.964455,1083.84593,0,0,0,0,0,0,1857.977861,0,0,0,0,0,0,0,0,0,921.98304,0,0,0,0,63.64186,0,0,0,0,0,0,0,0,0,0,99.66372,0,0,0,84.3570524,0,0,1290.273496,0,0,0,0,0,0,0,0,0,0,0,1163.831734,0,0,0,0,0,0,0,0,0,0,156.19249,0,0,0,0,0,823.21171,0,0,0,0,0,0,0,0,0,0,0
Streptococcus gordonii,0,59.848408,0,0,122.86316,0,303.81909,0,0,67.24601,0,0,0,375.82105,0,0,0,0,0,0,0,0,0,0,0,63.87986,0,0,0,2655.99179,0,0,0,0,0,0,541.44786,85.022067,0,0,0,223.848334,0,0,0,0,0,0,0,0,0,0,0,100.18679,0,0,0,420.7367,0,0,0,0,0,0,0,0,606.525115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.54701,0,0,0,0,122.60179,0,0,0,0,0,0,0,136.670266,0,0,0,0,0,0,0,0,0,0,94.41372,0,0,0,0,6013.94605,0,0,0
Streptococcus mitis,0,0,0,0,0,73.10374,111.710495,0,0,559.26519,0,0,0,0,0,0,0,0,0,0,0,0,0,98.33581,0,0,0,0,0,2733.728,0,0,0,0,0,0,80.02563,0,0,0,0,0,0,0,0,0,0,0,79.38106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.353065,130.13731,0,0,0,92.24088,0,0,0,0,0,0,0,0,131.06084,0,0,0,82.754875,0,0,313.64887,0,0,0,0,0,0,0,0,0,0,0,499.0381,0,0,0,0,158.9399,0,0,0,0,0,0,270.98487,44.000687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.85862,0,0,0
Streptococcus mutans,0,0,0,0,119.28253,0,0,0,0,85.92548,0,0,0,0,0,0,0,117.88914,0,0,0,0,0,96.53734,0,0,0,0,0,394.81505,0,257.40982,66.731606,0,0,0,452.114584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.89821,0,0,0,0,0,0,320.8886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.30671,0,0,0,0,0,0,0,0,0,0,0,905.2146,0,0,0,238.52177,79.053185,0,0,0,0,0,0,484.94349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1821.77436,0,0,0
Streptococcus oralis,0,0,0,0,214.284212,82.3221,0,0,0,0,0,0,0,202.26596,0,117.13928,0,0,0,0,0,0,0,0,0,0,0,0,0,3915.69141,0,0,0,0,0,0,84.405174,0,0,0,0,138.43985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.0705,0,0,0,0,0,0,0,0,105.97437,0,0,0,0,0,73.01755,0,0,58.501785,0,0,0,0,0,0,0,0,0,0,1621.709924,0,0,0,0,0,0,0,0,0,0,51.924896,567.47257,0,0,0,0,129.52652,0,0,0,0,0,0,75.4489,64.414474,0,0,0,0,0,0,62.858437,0,0,89.93328,0,0,0,0,0,896.72006,0,0,0
Streptococcus parasanguinis,0,2676.81377,0,0,423.608407,81.26949,4132.99414,0,0,10626.20677,0,0,0,2714.748125,195.97202,278.801188,0,0,0,0,0,0,0,1046.806981,0,167.455785,0,0,73.36956,8023.82917,70.44593,0,212.774033,0,0,198.575266,6480.24968,189.842326,0,0,0,1691.39261,60.614143,0,0,0,149.35169,0,179.381936,0,0,0,75.35147,904.125873,0,0,0,2961.951012,0,166.51885,62.73674,160.598586,1520.17766,0,0,0,6613.015586,0,0,0,73.64043,0,0,0,0,525.02196,874.470098,0,0,1732.792875,63.517925,0,0,63.391205,0,0,778.10426,134.238519,57.170853,0,399.615713,308.204322,0,51.219086,0,0,291.436614,83.23674,17925.39609,0,0,0,69.704666,1268.620345,0,0,83.04375,0,0,0,6628.72633,393.402714,0,0,0,0,70.52054,0,0,0,0,0,602.737325,0,0,0,0,7981.31841,49.020817,0,94.259605
Streptococcus parauberis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.40125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.61501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.490204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus pasteurianus,0,0,0,0,0,0,0,0,0,0,581.22,0,0,0,0,0,0,100.0872,0,0,0,0,0,0,0,0,0,0,0,0,0,272.47598,0,0,0,0,0,0,0,0,0,0,0,2344.99332,0,0,0,0,0,0,4980.23546,0,0,0,0,0,0,95.565636,0,0,0,0,0,0,0,0,0,4396.82399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.1303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2877.63119,0,0,0,0,0,0,0,0,0,0,0
Streptococcus pneumoniae,0,2164.99139,0,0,1136.01507,0,331.30378,0,0,1418.774548,0,0,0,470.85248,0,303.93679,0,200.282767,0,0,0,0,0,95.1583,0,190.47847,0,0,78.76962,13181.4368,0,0,0,0,0,0,1792.223444,0,0,0,113.335836,389.10107,0,0,0,64.27873,409.488996,0,121.353386,0,0,0,0,318.80562,0,0,0,305.0659,0,195.22388,0,0,131.97343,0,0,197.74002,1049.324074,0,0,0,0,0,67.7826,0,0,451.333326,0,0,0,422.91523,0,0,0,0,0,0,2060.78058,9.526013,0,0,94.56565,240.45313,0,66.119026,59.532528,0,336.749266,0,11830.69508,0,0,0,58.0669,973.34846,0,0,0,0,0,0,1416.282376,298.287092,0,0,0,0,0,12.088205,62.361534,0,0,47.91138,543.202274,0,55.62866,0,0,4205.388294,0,0,0
Streptococcus pseudopneumoniae,0,0,0,0,95.030426,83.485016,0,0,0,0,0,0,0,0,0,81.59877,0,0,0,0,0,0,0,70.42551,0,0,0,0,0,810.45692,42.133556,0,0,0,0,49.244793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.23958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.22603,0,0,0,0,0,0,0,0,0,0,441.68804,0,0,0,0,0,0,0,0,56.12798,0,0,653.06217,0,0,0,0,0,0,0,0,91.06162,0,0,0,0,0,0,0,0,0,0,0,0,0,104.18573,124.878685,0,0,0,0,0,53.826824,0,0
Streptococcus pyogenes,0,141.5964,0,0,0,118.019745,570.698225,314.90954,0,6746.339654,524.7771,75.62734,0,0,76.083015,97.97299,0,0,0,0,0,0,0,72.14168,207.72673,0,96.51239,0,99.460236,509.23649,51.80268,263.15674,0,87.45133,0,56.048386,221.494576,0,0,0,0,336.086276,0,193.42531,0,0,63.132874,0,143.9073,107.81223,481.6787,0,85.84154,186.80418,0,0,0,448.480425,0,76.07939,0,0,203.476084,0,0,0,0,393.34363,0,0,658.10085,0,76.392815,0,0,85.3756,177.61793,0,0,114.40862,0,0,0,0,0,0,207.95566,62.284287,0,0,444.949424,77.120865,0,77.74916,0,349.20007,84.12455,66.076164,1275.98176,0,0,0,74.38941,115.34124,0,173.302,58.42986,0,0,0,541.054296,0,0,116.38497,0,0,0,0,0,0,0,0,0,55.445137,0,0,0,0,0,0,0
Streptococcus salivarius,0,2120.38199,0,0,0,56.143665,3800.8613,267.084606,0,2566.0667,0,96.28982,0,0,0,0,0,0,0,0,0,0,73.633545,313.994225,0,0,0,0,0,1003.031026,409.994296,0,377.254426,0,0,251.020589,1427.609699,0,0,0,0,0,0,71.88181,0,0,0,0,0,229.58383,0,0,0,1105.189244,0,0,0,9789.34147,0,0,0,81.0799,1623.88213,0,0,0,298.501295,1185.121894,0,0,0,0,56.766205,0,0,142.32506,444.799463,0,0,171.21205,0,0,0,199.609756,0,0,270.52281,164.9025221,0,0,987.303236,0,0,0,0,0,0,0,7920.92313,0,0,0,272.54044,197.48995,0,0,0,0,0,69.15372,3004.483205,114.365584,0,0,83.82495,0,0,0,0,0,0,0,0,0,0,0,0,7160.6345,0,1524.82694,0
Streptococcus sanguinis,0,175.23099,0,0,0,0,357.69221,0,0,230.82805,0,0,0,0,0,0,0,0,0,0,0,0,0,74.82021,0,0,0,0,0,2626.385899,0,359.00278,0,0,0,0,509.39642,0,0,0,0,0,0,0,0,0,87.668597,0,0,0,0,0,0,112.63069,0,0,0,214.05615,0,0,228.84565,0,78.16729,0,0,0,293.48171,0,0,0,0,0,0,0,0,101.75684,0,0,0,0,0,0,0,0,0,0,0,46.545044,0,0,57.207066,0,0,0,0,0,0,0,565.0748,0,0,0,0,0,0,0,0,0,0,0,735.1802,0,0,0,0,0,0,0,0,0,0,0,121.084145,0,0,0,0,2945.92614,0,0,0
Streptococcus suis,0,0,0,0,0,53.049152,0,0,0,663.71598,0,0,0,221.52731,0,68.73089,0,0,0,0,0,0,0,0,0,0,0,0,0,629.370694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.73535,0,0,82.64965,521.56612,0,0,0,100.695145,0,0,0,139.19844,0,0,0,0,98.94718,0,0,0,426.48643,0,0,0,3533.45115,0,0,0,0,0,72.95685,0,0,0,0,0,0,0,0,0,227.9168,0,770.92931,0,0,0,0,117.246796,0,0,51.5132,0,1836.96667,0,0,0,0,261.028786,0,0,0,0,0,0,188.25151,79.51251,88.875694,0,94.69398,0,0,0,0,0,0,0,103.43165,0,0,0,0,649.00638,0,0,0
Streptococcus thermophilus,0,989.832318,0,0,0,122.236878,1461.966295,3627.67926,0,534.03893,0,175.999372,0,0,0,0,0,0,0,0,0,0,0,1065.582974,0,0,0,0,0,329.437715,572.113688,402.3053,299.035098,0,0,343.48851,1185.708966,0,0,0,74.37976,0,0,0,0,0,54.55026,28.119915,0,0,0,0,3471.50204,815.36721,0,0,0,1673.19306,0,0,0,69.08971,715.318864,0,0,0,460.036352,1326.39168,0,56.97197,0,0,0,0,0,0,321.989614,0,0,68.96291,0,0,0,172.67023,0,0,0,61.2296863,0,0,588.97466,0,0,69.86306,0,0,87.012505,0,3360.524515,0,0,0,96.721924,79.82067,0,79.19149,0,0,0,0,1115.07604,0,0,0,0,0,0,0,0,0,1638.105594,0,0,0,0,0,0,2557.5704,0,494.57238,0
Streptococcus uberis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.18921,0,0,0,0,0,0,0,84.744736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sulfobacillus acidophilus,0,0,0,0,0,0,0,0,0,0,0,0,178.79604,0,0,0,0,0,0,0,186.37364,0,0,124.89525,0,0,186.07433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.03514,0,0,70.81458,0,0,0,0,0,0,0,0,0,0,96.25631,0,0,0,0,0,0,0,0,0,140.10822,0,0,104.614555,347.426469,0,0,0,0,83.62286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.19827,0,0,160.820724,0,0,0,0,0,0,0,0,0,773.9142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.20181,0,71.62124,0,0
Sulfuricurvum kujiense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.288765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sulfurihydrogenibium azorense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.85852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sulfurospirillum deleyianum,0,0,0,0,0,0,0,112.65658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.285706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Syntrophobacter fumaroxidans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.15167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3338.7258,0,0,0,0,0,4207.0967,0,4880.459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.7226,0,0,0,0,0,0,0,0,0,0,0,906.77673,0,0,0,738.01746,0,0,0,975.787,0,0,654.94183,0,0,0,0,0,0,1688.9553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454.4197,533.3582,0,0,0,0,0,0,0,0,0,0,0,0
Syntrophobotulus glycolicus,0,0,0,0,226.40313,0,240.31802,0,0,0,0,0,0,79.69243,0,170.97142,0,0,0,0,0,0,0,0,154.342405,0,83.974014,0,142.23671,0,156.58054,0,0,0,0,134.34395,0,0,0,0,72.82602,0,0,0,0,0,0,6.686471,0,212.9087,0,0,0,103.448616,0,0,296.891125,0,0,0,0,109.58305,0,0,0,0,89.699356,0,0,0,0,0,0,98.452446,0,0,0,0,59.370262,151.6132,0,0,0,0,0,0,0,0,0,179.44531,59.87153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.96526,0,0,0,0,0,0,0
Syntrophomonas wolfei,0,0,0,0,0,0,0,0,0,162.51968,71.352425,81.020615,0,0,0,0,0,0,0,0,94.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.92225,0,0,0,76.15902,0,0,0,0,0,0,0,0,0,0,0,0,97.86159,0,0,57.60485,0,0,0,94.89594,163.48852,0,0,0,0,0,0,0,0,0,0,84.87391,0,103.03608,0,0,0,0,0,0,0,0,0,0,167.26767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.305244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.582826,0,163.82777,0,320.82224,0
Syntrophothermus lipocalidus,0,0,0,0,165.95081,0,87.44642,0,105.074295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.426624,0,100.520615,89.05285,0,0,0,0,0,0,0,63.005596,0,139.99268,0,0,0,0,0,0,0,0,0,0,0,359.44986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.92016,0,0,0,0,0,0,0,0,0,0,0,0,83.86294,0,0,0,63.85416,119.980644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.838234,86.55714,122.76559,0,0,0,0,0,0,0,0,0,0,0,78.581665,0,0,75.53925,0,0
Syntrophus aciditrophicus,0,0,0,0,83.65414,86.75622,0,0,0,0,0,0,0,0,0,0,107.49756,0,0,0,0,0,123.93938,0,0,0,416.3578,0,103.26736,0,0,0,0,0,0,0,0,52.08271,0,0,0,0,0,0,0,155.22282,0,0,440.2921,0,0,0,0,0,0,0,0,0,0,0,0,0,627.12443,0,0,0,0,0,0,0,0,0,0,320.74423,0,258.28152,0,0,0,247.67377,0,0,0,124.84595,0,0,0,0,0,0,2973.3765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453.201,0,0,98.13982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taylorella equigenitalis,0,0,9428.4469,551.19577,4769.8843,252.02502,2212.049614,1740.92724,0,837.4997,678.88385,3379.34157,0,0,1450.6553,1014.70294,506.438056,1059.27565,256.99136,178.18875,302.331724,832.16123,2404.736241,1908.4786,298.92424,0,2719.6065,1113.97278,1181.94565,0,0,0,1997.03698,0,0,1057.960669,1615.24616,1091.02184,976.44462,699.008201,1344.06124,1039.40538,1064.23515,0,1522.10362,732.86871,2072.467971,1.12921372,5456.377,449.48956,0,1895.76044,5710.8234,0,0,0,715.3412,3642.02821,2423.4539,438.21017,240.430614,2762.89119,2587.291177,800.37867,429.52258,5387.5802,1615.41994,3165.80148,5401.2075,1240.21003,213.212645,0,1233.990945,320.48312,621.05376,3402.335564,715.723184,1578.1125,0,2707.61702,608.70927,667.31635,0,545.73444,2727.2868,359.0887,710.5592,3.457586,172.336297,4148.81712,846.49733,2723.4895,1120.267014,2207.10455,2158.36973,0,221.14694,781.93536,1051.3069,3528.422,1207.0759,0,224.542755,568.27129,4034.4182,1427.454266,1522.11594,1677.06112,1001.180814,1678.1741,0,2081.522094,1424.71937,1226.26996,2818.61057,1857.632,966.62429,303.59027,1577.42487,908.91437,0,1615.1206,317.14865,2142.91322,0,2577.82776,1576.96067,690.839649,1652.17806,1975.78441,1209.19006
